minute_id,reference_type_a,document_type_a,text_a,sentence_a,identifier_a,reference_type_b,document_type_b,text_b,sentence_b,identifier_b
h-tk-20022003-3055-3080,impl-ext-third-party,,een brief,"De oplossing die u voorstelt, werkt niet. Een regeling kan wel omschreven worden, maar dan kom ik terug op het voorbeeld van Italië en op uw eigen woorden, daar waar u zegt: wij hebben het over asielzoekers en niet over illegalen. Desondanks maakt in Italië een groep de oversteek en desondanks sturen in Nederland illegalen een brief omdat zij zeggen: wij willen er ook voor in aanmerking komen.",,impl-local,,een brief,"De oplossing die u voorstelt, werkt niet. Een regeling kan wel omschreven worden, maar dan kom ik terug op het voorbeeld van Italië en op uw eigen woorden, daar waar u zegt: wij hebben het over asielzoekers en niet over illegalen. Desondanks maakt in Italië een groep de oversteek en desondanks sturen in Nederland illegalen een brief omdat zij zeggen: wij willen er ook voor in aanmerking komen.",19637-720
h-tk-20022003-3055-3080,impl-local,,zijn brief,"De minister heeft ook gezegd dat naar zijn mening de discretionaire bevoegdheid de mogelijkheid bood om een regel te maken. Dit wordt bevestigd in zijn brief. Hij zegt ook dat de discretionaire bevoegdheid hem de mogelijkheid geeft tot het invullen van de kaders van de wet, bijvoorbeeld door het stellen van beleidsregels. Hij heeft een beleidsregel willen maken voor de groep die langer dan vijf jaar in Nederland verblijft. Om welke reden is het kabinet niet met zijn voorstel meegegaan?",19637-720,impl-local,,zijn brief,"De minister heeft ook gezegd dat naar zijn mening de discretionaire bevoegdheid de mogelijkheid bood om een regel te maken. Dit wordt bevestigd in zijn brief. Hij zegt ook dat de discretionaire bevoegdheid hem de mogelijkheid geeft tot het invullen van de kaders van de wet, bijvoorbeeld door het stellen van beleidsregels. Hij heeft een beleidsregel willen maken voor de groep die langer dan vijf jaar in Nederland verblijft. Om welke reden is het kabinet niet met zijn voorstel meegegaan?",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,De lijn die wij in het kabinet hebben afgesproken is vastgelegd in de brief die ik naar de Kamer heb gezonden.,19637-720,impl-local,,de brief,De lijn die wij in het kabinet hebben afgesproken is vastgelegd in de brief die ik naar de Kamer heb gezonden.,19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"In de brief staat precies wat het standpunt van het kabinet is voor het omgaan met de discretionaire bevoegdheid en, nog een andere mogelijkheid, de inherente afwijkingsbevoegdheid.",19637-720,impl-local,,de brief,"In de brief staat precies wat het standpunt van het kabinet is voor het omgaan met de discretionaire bevoegdheid en, nog een andere mogelijkheid, de inherente afwijkingsbevoegdheid.",19637-720
h-tk-20022003-3055-3080,impl-local,,De voorliggende brief,"De minister wekt voortdurend de indruk dat er nog steeds een verschil bestaat tussen wat hij graag wil en wat het kabinet wil. Hij zegt: men zag bezwaren in het grote aantal asielzoekers dat daarop een beroep kan doen. ""Men"" is kennelijk iemand anders dan de minister. De voorliggende brief is ondertekend door minister Nawijn. De conclusie kan toch niet anders zijn dan dat u, als minister voor Vreemdelingenzaken en Integratie, op dit moment vindt dat er geen pardonregeling, in welke vorm dan ook, moet komen en dat u vindt dat er uitsluitend in individuele gevallen sprake kan zijn van een afwijkingsbevoegdheid. U vindt nu iets anders dan dat u verleden week als proefballon hebt opgelaten.",19637-720,impl-local,,De voorliggende brief,"De minister wekt voortdurend de indruk dat er nog steeds een verschil bestaat tussen wat hij graag wil en wat het kabinet wil. Hij zegt: men zag bezwaren in het grote aantal asielzoekers dat daarop een beroep kan doen. ""Men"" is kennelijk iemand anders dan de minister. De voorliggende brief is ondertekend door minister Nawijn. De conclusie kan toch niet anders zijn dan dat u, als minister voor Vreemdelingenzaken en Integratie, op dit moment vindt dat er geen pardonregeling, in welke vorm dan ook, moet komen en dat u vindt dat er uitsluitend in individuele gevallen sprake kan zijn van een afwijkingsbevoegdheid. U vindt nu iets anders dan dat u verleden week als proefballon hebt opgelaten.",19637-720
h-tk-20022003-3055-3080,impl-local,,De brief,"De brief die er nu ligt, wordt dus volledig door de minister gedragen.",19637-720,impl-local,,De brief,"De brief die er nu ligt, wordt dus volledig door de minister gedragen.",19637-720
h-tk-20022003-3055-3080,impl-local,,mijn brief,"U kunt in het einde van mijn brief lezen dat ik mij beraad op de invulling van de mogelijkheid die ik nog heb, de inherente afwijkingsbevoegdheid. Ik ben hierover nog aan het nadenken. Ik sta echter achter het kabinetsstandpunt.",19637-720,impl-local,,mijn brief,"U kunt in het einde van mijn brief lezen dat ik mij beraad op de invulling van de mogelijkheid die ik nog heb, de inherente afwijkingsbevoegdheid. Ik ben hierover nog aan het nadenken. Ik sta echter achter het kabinetsstandpunt.",19637-720
h-tk-20022003-3055-3080,impl-local,,zijn brief,"De heer Blok vraagt verder of er afspraken zijn gemaakt over de wijze waarop er gebruik wordt gemaakt van de discretionaire bevoegdheid van de minister. Dat kun je niet op een wiskundige manier vastleggen en uitlijnen. Minister Nawijn heeft hierover in zijn brief een paar trefwoorden laten vallen. In de brief staat de term ""vereiste terughoudendheid"". Ik voeg eraan toe zorgvuldigheid, want het gebruikmaken van een dergelijke bevoegdheid is daar lijnrecht aan gekoppeld. Een algemene regeling of algemene beleidsregels zijn niet aan de orde. Het moet dus altijd gaan om individuele gevallen.",19637-720,impl-local,,zijn brief,"De heer Blok vraagt verder of er afspraken zijn gemaakt over de wijze waarop er gebruik wordt gemaakt van de discretionaire bevoegdheid van de minister. Dat kun je niet op een wiskundige manier vastleggen en uitlijnen. Minister Nawijn heeft hierover in zijn brief een paar trefwoorden laten vallen. In de brief staat de term ""vereiste terughoudendheid"". Ik voeg eraan toe zorgvuldigheid, want het gebruikmaken van een dergelijke bevoegdheid is daar lijnrecht aan gekoppeld. Een algemene regeling of algemene beleidsregels zijn niet aan de orde. Het moet dus altijd gaan om individuele gevallen.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"De heer Blok vraagt verder of er afspraken zijn gemaakt over de wijze waarop er gebruik wordt gemaakt van de discretionaire bevoegdheid van de minister. Dat kun je niet op een wiskundige manier vastleggen en uitlijnen. Minister Nawijn heeft hierover in zijn brief een paar trefwoorden laten vallen. In de brief staat de term ""vereiste terughoudendheid"". Ik voeg eraan toe zorgvuldigheid, want het gebruikmaken van een dergelijke bevoegdheid is daar lijnrecht aan gekoppeld. Een algemene regeling of algemene beleidsregels zijn niet aan de orde. Het moet dus altijd gaan om individuele gevallen.",19637-720,impl-local,,de brief,"De heer Blok vraagt verder of er afspraken zijn gemaakt over de wijze waarop er gebruik wordt gemaakt van de discretionaire bevoegdheid van de minister. Dat kun je niet op een wiskundige manier vastleggen en uitlijnen. Minister Nawijn heeft hierover in zijn brief een paar trefwoorden laten vallen. In de brief staat de term ""vereiste terughoudendheid"". Ik voeg eraan toe zorgvuldigheid, want het gebruikmaken van een dergelijke bevoegdheid is daar lijnrecht aan gekoppeld. Een algemene regeling of algemene beleidsregels zijn niet aan de orde. Het moet dus altijd gaan om individuele gevallen.",19637-720
h-tk-20022003-3055-3080,impl-local,,een brief,"U heeft verwachtingen gewekt bij mensen van wie ik zonet zei dat u daar behoedzaam mee moet omgaan, want dat zijn mensen in een kwetsbare situatie. U wekt verwachtingen bij de Kamer, want u heeft gezegd: ik ga nu naar het kabinet met een voornemen om dit zo en zo te regelen. Er gebeurt echter niets. Wij krijgen een brief en dat is een brief – het is zojuist terecht opgemerkt – die sprekend lijkt op iets dat wij al eens veel eerder hebben gehad. Van uw hele voornemen is daarmee niets overgebleven. En wat zegt u nu tegen de mensen die de afgelopen tijd, door u geïnspireerd, gedacht hebben: er gaat iets voor ons gebeuren?",19637-720,impl-local,,een brief,"U heeft verwachtingen gewekt bij mensen van wie ik zonet zei dat u daar behoedzaam mee moet omgaan, want dat zijn mensen in een kwetsbare situatie. U wekt verwachtingen bij de Kamer, want u heeft gezegd: ik ga nu naar het kabinet met een voornemen om dit zo en zo te regelen. Er gebeurt echter niets. Wij krijgen een brief en dat is een brief – het is zojuist terecht opgemerkt – die sprekend lijkt op iets dat wij al eens veel eerder hebben gehad. Van uw hele voornemen is daarmee niets overgebleven. En wat zegt u nu tegen de mensen die de afgelopen tijd, door u geïnspireerd, gedacht hebben: er gaat iets voor ons gebeuren?",19637-720
h-tk-20022003-3055-3080,impl-local,,een brief,"U heeft verwachtingen gewekt bij mensen van wie ik zonet zei dat u daar behoedzaam mee moet omgaan, want dat zijn mensen in een kwetsbare situatie. U wekt verwachtingen bij de Kamer, want u heeft gezegd: ik ga nu naar het kabinet met een voornemen om dit zo en zo te regelen. Er gebeurt echter niets. Wij krijgen een brief en dat is een brief – het is zojuist terecht opgemerkt – die sprekend lijkt op iets dat wij al eens veel eerder hebben gehad. Van uw hele voornemen is daarmee niets overgebleven. En wat zegt u nu tegen de mensen die de afgelopen tijd, door u geïnspireerd, gedacht hebben: er gaat iets voor ons gebeuren?",19637-720,impl-local,,een brief,"U heeft verwachtingen gewekt bij mensen van wie ik zonet zei dat u daar behoedzaam mee moet omgaan, want dat zijn mensen in een kwetsbare situatie. U wekt verwachtingen bij de Kamer, want u heeft gezegd: ik ga nu naar het kabinet met een voornemen om dit zo en zo te regelen. Er gebeurt echter niets. Wij krijgen een brief en dat is een brief – het is zojuist terecht opgemerkt – die sprekend lijkt op iets dat wij al eens veel eerder hebben gehad. Van uw hele voornemen is daarmee niets overgebleven. En wat zegt u nu tegen de mensen die de afgelopen tijd, door u geïnspireerd, gedacht hebben: er gaat iets voor ons gebeuren?",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Nee, mijnheer De Vries vroeg mij en ik kan het mij nog letterlijk herinneren: is het een proefballon of is het een serieus voorstel? Ik heb toen gezegd: het is een serieus voorstel. Welnu, in een kabinet breng je een serieus voorstel in en daar heb ik dan ook een voorstel ingebracht. Alleen, ik zeg niet dat ik geen gebruik zal maken van de discretionaire bevoegdheid of de inherente afwijkingsbevoegdheid. Daar laat de brief ook een opening toe. Echter, niet op de wijze zoals ik het voorstel afgelopen vrijdag in het kabinet heb ingebracht.",19637-720,impl-local,,de brief,"Nee, mijnheer De Vries vroeg mij en ik kan het mij nog letterlijk herinneren: is het een proefballon of is het een serieus voorstel? Ik heb toen gezegd: het is een serieus voorstel. Welnu, in een kabinet breng je een serieus voorstel in en daar heb ik dan ook een voorstel ingebracht. Alleen, ik zeg niet dat ik geen gebruik zal maken van de discretionaire bevoegdheid of de inherente afwijkingsbevoegdheid. Daar laat de brief ook een opening toe. Echter, niet op de wijze zoals ik het voorstel afgelopen vrijdag in het kabinet heb ingebracht.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"In de motie van mevrouw Vroonhoven wordt gesproken over de discretionaire bevoegdheid van de minister. In de brief die hij ons stuurt, schrijft hij juist dat hij geen gebruik kan maken van zijn discretionaire bevoegdheid, maar uitsluitend van de inherente bevoegdheid. Dat is de bevoegdheid voor individuele gevallen. Het lijkt mij dat mevrouw Vroonhoven haar motie moet aanpassen, als zij althans over individuele gevallen wil spreken. Er moet daarin niet over discretionaire, maar over inherente bevoegdheid worden gesproken.",19637-720,impl-local,,de brief,"In de motie van mevrouw Vroonhoven wordt gesproken over de discretionaire bevoegdheid van de minister. In de brief die hij ons stuurt, schrijft hij juist dat hij geen gebruik kan maken van zijn discretionaire bevoegdheid, maar uitsluitend van de inherente bevoegdheid. Dat is de bevoegdheid voor individuele gevallen. Het lijkt mij dat mevrouw Vroonhoven haar motie moet aanpassen, als zij althans over individuele gevallen wil spreken. Er moet daarin niet over discretionaire, maar over inherente bevoegdheid worden gesproken.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Wij interpreteren de brief als volgt: er zijn schrijnende humanitaire omstandigheden mogelijk waarbij de minister alle regels opzij kan zetten, zodat de mensen die zich in die omstandigheden bevinden, mogen blijven.",19637-720,impl-local,,de brief,"Wij interpreteren de brief als volgt: er zijn schrijnende humanitaire omstandigheden mogelijk waarbij de minister alle regels opzij kan zetten, zodat de mensen die zich in die omstandigheden bevinden, mogen blijven.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,Is deze motie niet volstrekt overbodig? Alles heb ik namelijk al in de brief gelezen en door het kabinet horen zeggen. Ik begrijp de meerwaarde van de motie dus niet.,19637-720,impl-local,,de brief,Is deze motie niet volstrekt overbodig? Alles heb ik namelijk al in de brief gelezen en door het kabinet horen zeggen. Ik begrijp de meerwaarde van de motie dus niet.,19637-720
h-tk-20022003-3055-3080,impl-local,,zijn brief,"verzoekt de minister, voor schrijnende gevallen zijn inherente afwijkingsbevoegdheid te gebruiken op de door hem in zijn brief van 17 februari 2003 aangeduide humane wijze;",19637-720,impl-local,,zijn brief,"verzoekt de minister, voor schrijnende gevallen zijn inherente afwijkingsbevoegdheid te gebruiken op de door hem in zijn brief van 17 februari 2003 aangeduide humane wijze;",19637-720
h-tk-20022003-3055-3080,impl-local,,zijn brief,"We hebben goed geluisterd naar het antwoord van de minister. Hoe je het ook wendt of keert, daaruit bleek een grote betrokkenheid bij de desbetreffende groepen. Juist met het oog daarop en op de brief van vanmorgen, hebben wij een motie voorbereid die inhaakt op twee aspecten die voor ons van groot belang zijn. Ten eerste is dat het gebruik van de discretionaire bevoegdheid, op een humane wijze en volgens de grenzen die de minister in zijn brief aangaf. Ten tweede mogen de snelheid en duidelijkheid van de procedures niet onvermeld blijven. Eigenlijk vind ik dat dit vandaag te weinig aan de orde is geweest. Je hebt het namelijk enerzijds over mensen die zijn uitgeprocedeerd en dus snel weg moeten; er moet dus werk worden gemaakt van het uitzettingsbeleid. Daarnaast zijn er de mensen die nog in de procedure zitten. Wij moeten alles op alles zetten om hun de duidelijkheid te geven waar zij recht op hebben. Met het oog op deze twee aspecten hebben wij de volgende motie voorbereid.",19637-720,impl-local,,zijn brief,"We hebben goed geluisterd naar het antwoord van de minister. Hoe je het ook wendt of keert, daaruit bleek een grote betrokkenheid bij de desbetreffende groepen. Juist met het oog daarop en op de brief van vanmorgen, hebben wij een motie voorbereid die inhaakt op twee aspecten die voor ons van groot belang zijn. Ten eerste is dat het gebruik van de discretionaire bevoegdheid, op een humane wijze en volgens de grenzen die de minister in zijn brief aangaf. Ten tweede mogen de snelheid en duidelijkheid van de procedures niet onvermeld blijven. Eigenlijk vind ik dat dit vandaag te weinig aan de orde is geweest. Je hebt het namelijk enerzijds over mensen die zijn uitgeprocedeerd en dus snel weg moeten; er moet dus werk worden gemaakt van het uitzettingsbeleid. Daarnaast zijn er de mensen die nog in de procedure zitten. Wij moeten alles op alles zetten om hun de duidelijkheid te geven waar zij recht op hebben. Met het oog op deze twee aspecten hebben wij de volgende motie voorbereid.",19637-720
h-tk-20022003-3055-3080,impl-local,,mijn brief,"De moeilijkheid bij deze materie is nu juist dat het gaat om individuele gevallen met humanitaire aspecten. Het is heel moeilijk om uit te maken dat het ene geval zwaarder is dan het andere. Dan moet er een keuze gemaakt worden. Ik heb dat tot nu toe slechts heel schaars gedaan. Ik vind wel dat ik er iets aan moet doen en dat doe ik ook beslist. Op het moment dat ik echter zeg: het is die of die regel, word ik daarop vastgepind. Dit soort zaken kun je niet in het geheim doen, er zitten allerlei juridische aspecten aan en dat maakt het juist zo extra ingewikkeld. Ik zal zeker proberen daarin inhoud te geven in lijn met hetgeen ik in mijn brief heb gezegd. Ik sta achter de lijn van het kabinet.",19637-720,impl-local,,mijn brief,"De moeilijkheid bij deze materie is nu juist dat het gaat om individuele gevallen met humanitaire aspecten. Het is heel moeilijk om uit te maken dat het ene geval zwaarder is dan het andere. Dan moet er een keuze gemaakt worden. Ik heb dat tot nu toe slechts heel schaars gedaan. Ik vind wel dat ik er iets aan moet doen en dat doe ik ook beslist. Op het moment dat ik echter zeg: het is die of die regel, word ik daarop vastgepind. Dit soort zaken kun je niet in het geheim doen, er zitten allerlei juridische aspecten aan en dat maakt het juist zo extra ingewikkeld. Ik zal zeker proberen daarin inhoud te geven in lijn met hetgeen ik in mijn brief heb gezegd. Ik sta achter de lijn van het kabinet.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"We hebben goed geluisterd naar het antwoord van de minister. Hoe je het ook wendt of keert, daaruit bleek een grote betrokkenheid bij de desbetreffende groepen. Juist met het oog daarop en op de brief van vanmorgen, hebben wij een motie voorbereid die inhaakt op twee aspecten die voor ons van groot belang zijn. Ten eerste is dat het gebruik van de discretionaire bevoegdheid, op een humane wijze en volgens de grenzen die de minister in zijn brief aangaf. Ten tweede mogen de snelheid en duidelijkheid van de procedures niet onvermeld blijven. Eigenlijk vind ik dat dit vandaag te weinig aan de orde is geweest. Je hebt het namelijk enerzijds over mensen die zijn uitgeprocedeerd en dus snel weg moeten; er moet dus werk worden gemaakt van het uitzettingsbeleid. Daarnaast zijn er de mensen die nog in de procedure zitten. Wij moeten alles op alles zetten om hun de duidelijkheid te geven waar zij recht op hebben. Met het oog op deze twee aspecten hebben wij de volgende motie voorbereid.",19637-720,impl-local,,de brief,"We hebben goed geluisterd naar het antwoord van de minister. Hoe je het ook wendt of keert, daaruit bleek een grote betrokkenheid bij de desbetreffende groepen. Juist met het oog daarop en op de brief van vanmorgen, hebben wij een motie voorbereid die inhaakt op twee aspecten die voor ons van groot belang zijn. Ten eerste is dat het gebruik van de discretionaire bevoegdheid, op een humane wijze en volgens de grenzen die de minister in zijn brief aangaf. Ten tweede mogen de snelheid en duidelijkheid van de procedures niet onvermeld blijven. Eigenlijk vind ik dat dit vandaag te weinig aan de orde is geweest. Je hebt het namelijk enerzijds over mensen die zijn uitgeprocedeerd en dus snel weg moeten; er moet dus werk worden gemaakt van het uitzettingsbeleid. Daarnaast zijn er de mensen die nog in de procedure zitten. Wij moeten alles op alles zetten om hun de duidelijkheid te geven waar zij recht op hebben. Met het oog op deze twee aspecten hebben wij de volgende motie voorbereid.",19637-720
h-tk-20022003-3055-3080,impl-local,,zijn brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-720,impl-local,,zijn brief,"Voorzitter. Deze ballon is lek en dat is goed. De minister heeft aangegeven dat hij volmondig achter zijn brief staat en dat er geen sprake is van – zoals de LPF-woordvoerder even suggereerde – een verschil tussen een welwillende minister en een andere minister die deze brief heeft geschreven. Deze brief, waarin helder wordt aangegeven in welke gevallen er wel en niet gebruik gemaakt kan worden van de bevoegdheid die de minister heeft, is de juiste en wordt volledig gedragen door de minister en het kabinet.",19637-721
h-tk-20022003-3055-3080,impl-local,,mijn brief,"U heeft juridisch helemaal gelijk, mevrouw Vos. Maar als ik denk dat een bepaalde toepassing wel eens niet goed zou kunnen uitvallen, is het toch een goede zaak dat ik dat in het kabinet bespreek? In het kabinet wordt wel meer gesproken over de vraag wat het kabinet vindt van een bepaalde bevoegdheid van een minister. Ik heb de mening van het kabinet over de toepassing van mijn discretionaire bevoegdheid in mijn brief weergegeven.",19637-720,impl-local,,mijn brief,"U heeft juridisch helemaal gelijk, mevrouw Vos. Maar als ik denk dat een bepaalde toepassing wel eens niet goed zou kunnen uitvallen, is het toch een goede zaak dat ik dat in het kabinet bespreek? In het kabinet wordt wel meer gesproken over de vraag wat het kabinet vindt van een bepaalde bevoegdheid van een minister. Ik heb de mening van het kabinet over de toepassing van mijn discretionaire bevoegdheid in mijn brief weergegeven.",19637-720
h-tk-20022003-3055-3080,impl-local,,de brief,"Vorige week tijdens het overleg heeft de minister gezegd dat hij zijn discretionaire bevoegdheid zou kunnen invullen door voor mensen die hier langer dan vijf jaar zijn en nog steeds buiten hun schuld wachten op de uitspraak op hun eerste asielaanvraag, een definitieve oplossing te vinden. Hij vond dat een goede invulling van zijn discretionaire bevoegdheid. De minister noemde daarbij het getal van 2300 mensen. Hoe kan het dan dat er in de brief van kabinet nog slechts een tiental mensen overblijven? Hoe is het mogelijk dat een minister die zo'n voorstel in alle openheid doet – zowel in de media als in de Kamer – uiteindelijk met lege handen uit het kabinetsberaad komt?",19637-720,impl-local,,de brief,"Vorige week tijdens het overleg heeft de minister gezegd dat hij zijn discretionaire bevoegdheid zou kunnen invullen door voor mensen die hier langer dan vijf jaar zijn en nog steeds buiten hun schuld wachten op de uitspraak op hun eerste asielaanvraag, een definitieve oplossing te vinden. Hij vond dat een goede invulling van zijn discretionaire bevoegdheid. De minister noemde daarbij het getal van 2300 mensen. Hoe kan het dan dat er in de brief van kabinet nog slechts een tiental mensen overblijven? Hoe is het mogelijk dat een minister die zo'n voorstel in alle openheid doet – zowel in de media als in de Kamer – uiteindelijk met lege handen uit het kabinetsberaad komt?",19637-720
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 33, I","In stemming komt het nader gewijzigde amendement-Hamer/Omtzigt (stuk nr. 33, I).",31226-33
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,stuk nr. 20,In stemming komt het amendement-Luijben (stuk nr. 20).,31226-33,explicit-parl-doc,Amendement,stuk nr. 20,In stemming komt het amendement-Luijben (stuk nr. 20).,31226-33
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,stuk nr. 20,In stemming komt het amendement-Luijben (stuk nr. 20).,31226-33,explicit-parl-doc,Amendement,stuk nr. 5,In stemming komt het amendement-Blok (stuk nr. 5).,31226-5
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 16, I","In stemming komt het amendement-Luijben (stuk nr. 16, I).",31226-16
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 31, I","In stemming komt het gewijzigde amendement-Blok (stuk nr. 31, I).",
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 32, I","In stemming komt het gewijzigde amendement-Omtzigt/Hamer (stuk nr. 32, I).",31226-32
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nr. 12, I","In stemming komt het amendement-Blok (stuk nr. 12, I).",31226-12,explicit-parl-doc,Amendement,"stuk nr. 17, I","In stemming komt het amendement-Omtzigt/Hamer (stuk nr. 17, I).",31226-17
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nrs. 33, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-33,explicit-parl-doc,Amendement,"stuk nrs. 32, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-32
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nrs. 33, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-33,explicit-parl-doc,Amendement,"stuk nrs. 24, I tot en met VI","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-24
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nrs. 33, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-33,explicit-parl-doc,Amendement,"stuk nrs. 17, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-17
h-tk-20072008-2932-2933,explicit-parl-doc,Motie,"31226, nr. 27","In stemming komt de motie-Luijben (31226, nr. 27).",31226-27,explicit-parl-doc,Motie,"31226, nr. 27","In stemming komt de motie-Luijben (31226, nr. 27).",31226-27
h-tk-20072008-2932-2933,explicit-parl-doc,Motie,"31226, nr. 27","In stemming komt de motie-Luijben (31226, nr. 27).",31226-27,explicit-parl-doc,Motie,"31226, nr. 28","In stemming komt de motie-Luijben (31226, nr. 28).",31226-28
h-tk-20072008-2932-2933,explicit-parl-doc,Motie,"31226, nr. 27","In stemming komt de motie-Luijben (31226, nr. 27).",31226-27,explicit-parl-doc,Motie,"31226, nr. 29","In stemming komt de motie-Omtzigt/Hamer (31226, nr. 29).",31226-29
h-tk-20072008-2932-2933,explicit-parl-doc,Motie,"31226, nr. 27","In stemming komt de motie-Luijben (31226, nr. 27).",31226-27,explicit-parl-doc,Motie,"31226, nr. 30","In stemming komt de motie-Omtzigt (31226, nr. 30).",31226-30
h-tk-20072008-2932-2933,explicit-parl-doc,Amendement,"stuk nrs. 33, I en II","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-33,explicit-parl-doc,Amendement,"stuk nrs. 33, I en II)","In stemming komt het wetsvoorstel, zoals op onderdelen gewijzigd door de aanneming van de nader gewijzigde amendementen-Hamer/Omtzigt (stuk nrs. 33, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 32, I en II), de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 24, I tot en met VI) en de gewijzigde amendementen-Omtzigt/Hamer (stuk nrs. 17, I en II).",31226-33
